Customer_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Product_ID,Quantity
DB-13405,CA-2017-140949,2017-03-17,2017-03-22,Second Class,OFF-BI-10000605,3
DB-13405,CA-2017-140949,2017-03-17,2017-03-22,Second Class,OFF-LA-10000081,5
DB-13405,CA-2017-140949,2017-03-17,2017-03-22,Second Class,TEC-AC-10002399,3
DB-13405,CA-2017-140949,2017-03-17,2017-03-22,Second Class,TEC-AC-10003038,8
DB-13405,CA-2017-140949,2017-03-17,2017-03-22,Second Class,OFF-LA-10004093,1
BP-11050,CA-2017-143084,2017-03-18,2017-03-22,Standard Class,OFF-AR-10002766,5
BP-11050,CA-2017-143084,2017-03-18,2017-03-22,Standard Class,OFF-EN-10003072,5
EN-13780,CA-2017-160087,2017-03-18,2017-03-22,Standard Class,OFF-AR-10001915,3
LW-16990,CA-2017-101245,2017-11-27,2017-12-03,Standard Class,TEC-AC-10001284,8
LW-16990,CA-2017-101245,2017-11-27,2017-12-03,Standard Class,OFF-PA-10003129,5
MZ-17335,CA-2017-107314,2017-11-30,2017-12-03,First Class,FUR-FU-10003489,3
TT-21070,CA-2017-108035,2017-11-29,2017-12-03,Standard Class,FUR-FU-10004017,5
TT-21070,CA-2017-108035,2017-11-29,2017-12-03,Standard Class,FUR-CH-10000454,2
AM-10360,CA-2017-109701,2017-12-02,2017-12-03,Same Day,OFF-BI-10004187,6
AM-10360,CA-2017-109701,2017-12-02,2017-12-03,Same Day,OFF-AP-10002765,3
AM-10360,CA-2017-109701,2017-12-02,2017-12-03,Same Day,OFF-BI-10000632,2
AM-10360,CA-2017-109701,2017-12-02,2017-12-03,Same Day,OFF-PA-10003724,2
AM-10360,CA-2017-109701,2017-12-02,2017-12-03,Same Day,OFF-AR-10001868,6
DO-13645,CA-2017-133207,2017-11-27,2017-12-03,Standard Class,TEC-PH-10004100,4
TC-21295,CA-2017-136875,2017-12-03,2017-12-03,Same Day,OFF-PA-10000357,3
BP-11095,CA-2017-137365,2017-11-30,2017-12-03,Second Class,TEC-AC-10001767,3
MG-17650,CA-2017-145660,2017-12-01,2017-12-03,First Class,FUR-FU-10002885,2
CC-12670,CA-2017-163139,2017-12-01,2017-12-03,Second Class,OFF-ST-10002790,3
CC-12670,CA-2017-163139,2017-12-01,2017-12-03,Second Class,TEC-AC-10000290,3
CC-12670,CA-2017-163139,2017-12-01,2017-12-03,Second Class,OFF-BI-10003460,5
TB-21625,US-2017-165456,2017-11-30,2017-12-03,First Class,FUR-CH-10003981,6
MC-17425,CA-2014-140473,2014-05-30,2014-06-03,Standard Class,TEC-CO-10004202,3
NB-18655,CA-2015-101126,2015-02-10,2015-02-14,Second Class,OFF-ST-10000943,5
CC-12685,CA-2015-109190,2015-10-23,2015-10-28,Standard Class,OFF-PA-10000069,8
CC-12685,CA-2015-109190,2015-10-23,2015-10-28,Standard Class,TEC-CO-10001943,3
CC-12685,CA-2015-109190,2015-10-23,2015-10-28,Standard Class,OFF-BI-10000977,1
AG-10495,CA-2015-142692,2015-10-23,2015-10-28,Standard Class,OFF-BI-10004140,1
SC-20230,CA-2016-156685,2016-07-08,2016-07-10,Second Class,TEC-PH-10004345,9
SC-20230,CA-2016-156685,2016-07-08,2016-07-10,Second Class,OFF-AR-10000588,3
EA-14035,CA-2016-164924,2016-07-10,2016-07-10,Same Day,TEC-MA-10000904,3
SC-20725,CA-2017-108539,2017-03-21,2017-03-23,Second Class,OFF-BI-10003981,3
SC-20725,CA-2017-108539,2017-03-21,2017-03-23,Second Class,OFF-BI-10001031,2
SC-20725,CA-2017-108539,2017-03-21,2017-03-23,Second Class,OFF-ST-10003208,4
TB-21055,CA-2017-117156,2017-03-21,2017-03-23,Second Class,OFF-EN-10003845,3
SW-20275,CA-2017-148145,2017-03-18,2017-03-23,Standard Class,OFF-AR-10003752,4
CD-11980,US-2017-119438,2017-03-18,2017-03-23,Standard Class,OFF-BI-10004632,3
CD-11980,US-2017-119438,2017-03-18,2017-03-23,Standard Class,TEC-AC-10003614,3
CD-11980,US-2017-119438,2017-03-18,2017-03-23,Standard Class,OFF-AP-10000804,3
CD-11980,US-2017-119438,2017-03-18,2017-03-23,Standard Class,FUR-FU-10003553,3
AS-10630,US-2017-129224,2017-03-17,2017-03-23,Standard Class,OFF-LA-10003190,2
SC-20800,CA-2017-102267,2017-11-30,2017-12-04,Standard Class,OFF-FA-10000611,2
VP-21730,CA-2017-105333,2017-11-30,2017-12-04,Standard Class,OFF-ST-10001809,3
VP-21730,CA-2017-105333,2017-11-30,2017-12-04,Standard Class,TEC-PH-10001468,3
VP-21730,CA-2017-105333,2017-11-30,2017-12-04,Standard Class,OFF-ST-10002182,4
ME-17725,CA-2017-116645,2017-11-30,2017-12-04,Standard Class,OFF-AR-10001044,6
LS-16975,CA-2017-117702,2017-11-28,2017-12-04,Standard Class,FUR-FU-10004270,5
LS-16975,CA-2017-117702,2017-11-28,2017-12-04,Standard Class,OFF-AR-10004582,1
LS-16975,CA-2017-117702,2017-11-28,2017-12-04,Standard Class,FUR-FU-10000576,5
SW-20275,CA-2017-119305,2017-11-30,2017-12-04,Standard Class,OFF-ST-10000604,5
RA-19285,CA-2017-127313,2017-12-01,2017-12-04,First Class,OFF-ST-10001228,3
RA-19285,CA-2017-127313,2017-12-01,2017-12-04,First Class,FUR-FU-10003798,5
DV-13045,CA-2017-139773,2017-12-04,2017-12-04,Same Day,FUR-CH-10001797,7
KM-16720,CA-2017-167395,2017-12-02,2017-12-04,First Class,OFF-AP-10001293,7
KM-16720,CA-2017-167395,2017-12-02,2017-12-04,First Class,TEC-PH-10004977,5
KM-16720,CA-2017-167395,2017-12-02,2017-12-04,First Class,OFF-SU-10001935,2
JS-16030,US-2017-147221,2017-12-02,2017-12-04,Second Class,FUR-FU-10004020,4
JS-16030,US-2017-147221,2017-12-02,2017-12-04,Second Class,OFF-AP-10002534,5
MT-18070,CA-2015-156608,2015-10-24,2015-10-29,Standard Class,OFF-BI-10004140,4
RM-19375,CA-2016-100965,2016-07-07,2016-07-11,Standard Class,FUR-FU-10003039,5
NZ-18565,CA-2016-134222,2016-07-10,2016-07-11,Same Day,OFF-BI-10001658,6
BF-11020,CA-2016-159940,2016-07-07,2016-07-11,Second Class,FUR-FU-10004973,8
BF-11020,CA-2016-159940,2016-07-07,2016-07-11,Second Class,OFF-PA-10001609,9
BF-11020,CA-2016-159940,2016-07-07,2016-07-11,Second Class,OFF-FA-10000936,1
BF-11020,CA-2016-159940,2016-07-07,2016-07-11,Second Class,FUR-CH-10000785,2
GZ-14545,CA-2017-140515,2017-03-19,2017-03-24,Standard Class,OFF-AP-10001205,7
TT-21220,CA-2017-162075,2017-03-18,2017-03-24,Standard Class,TEC-PH-10001557,7
HW-14935,CA-2017-165491,2017-03-20,2017-03-24,Standard Class,TEC-AC-10000358,7
CG-12040,US-2017-104955,2017-03-19,2017-03-24,Standard Class,OFF-LA-10003121,7
RD-19720,US-2017-143770,2017-03-20,2017-03-24,Standard Class,OFF-PA-10001125,2
RD-19720,US-2017-143770,2017-03-20,2017-03-24,Standard Class,TEC-AC-10002842,2
SJ-20215,CA-2017-113355,2017-12-01,2017-12-05,Standard Class,TEC-PH-10004912,5
SJ-20215,CA-2017-113355,2017-12-01,2017-12-05,Standard Class,FUR-CH-10002602,3
VW-21775,CA-2017-116715,2017-12-02,2017-12-05,First Class,OFF-PA-10004475,2
VW-21775,CA-2017-116715,2017-12-02,2017-12-05,First Class,OFF-ST-10004340,9
VW-21775,CA-2017-116715,2017-12-02,2017-12-05,First Class,OFF-PA-10003893,2
CC-12550,CA-2017-118542,2017-12-01,2017-12-05,Standard Class,OFF-BI-10003429,2
CC-12550,CA-2017-118542,2017-12-01,2017-12-05,Standard Class,OFF-PA-10004735,7
SC-20305,CA-2017-122539,2017-12-01,2017-12-05,Standard Class,OFF-BI-10001759,7
SC-20305,CA-2017-122539,2017-12-01,2017-12-05,Standard Class,FUR-CH-10003379,2
SC-20305,CA-2017-122539,2017-12-01,2017-12-05,Standard Class,OFF-LA-10004853,4
ND-18370,CA-2017-128699,2017-12-03,2017-12-05,Second Class,TEC-AC-10001990,1
ME-17725,CA-2017-143756,2017-12-02,2017-12-05,First Class,FUR-CH-10001854,2
EH-14005,CA-2017-144862,2017-12-01,2017-12-05,Standard Class,OFF-EN-10003040,5
EH-14005,CA-2017-144862,2017-12-01,2017-12-05,Standard Class,TEC-PH-10000923,7
DV-13465,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,OFF-AP-10000358,3
DV-13465,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,TEC-PH-10004977,3
DV-13465,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,TEC-PH-10001254,4
DV-13465,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,OFF-BI-10002764,7
DV-13465,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,TEC-PH-10000586,2
KE-16420,CA-2017-147550,2017-12-04,2017-12-05,First Class,FUR-FU-10001918,3
AS-10090,US-2017-108063,2017-12-02,2017-12-05,First Class,OFF-AR-10001446,3
SS-20410,CA-2014-145800,2014-05-30,2014-06-05,Standard Class,FUR-TA-10001539,3
EB-13840,CA-2014-146885,2014-05-30,2014-06-05,Standard Class,OFF-PA-10001622,3
JK-15625,CA-2014-166051,2014-05-31,2014-06-05,Standard Class,TEC-PH-10002538,3
JK-15625,CA-2014-166051,2014-05-31,2014-06-05,Standard Class,TEC-PH-10002680,3
SJ-20215,CA-2015-146038,2015-02-09,2015-02-16,Standard Class,FUR-CH-10002774,5
HK-14890,CA-2015-109862,2015-10-25,2015-10-30,Standard Class,TEC-PH-10004042,1
HK-14890,CA-2015-109862,2015-10-25,2015-10-30,Standard Class,FUR-CH-10002439,5
AG-10495,CA-2015-118738,2015-10-24,2015-10-30,Standard Class,OFF-PA-10001166,2
AG-10495,CA-2015-118738,2015-10-24,2015-10-30,Standard Class,OFF-PA-10003177,3
AG-10495,CA-2015-118738,2015-10-24,2015-10-30,Standard Class,FUR-TA-10002607,7
MY-17380,CA-2015-139290,2015-10-26,2015-10-30,Standard Class,OFF-LA-10004008,2
BF-11020,CA-2015-145758,2015-10-30,2015-10-30,Same Day,TEC-MA-10004552,4
TB-21625,CA-2015-152891,2015-10-25,2015-10-30,Standard Class,FUR-TA-10001857,3
TB-21625,CA-2015-152891,2015-10-25,2015-10-30,Standard Class,OFF-AR-10004648,3
AG-10495,CA-2015-156146,2015-10-26,2015-10-30,Second Class,TEC-PH-10001700,2
AG-10495,CA-2015-156146,2015-10-26,2015-10-30,Second Class,TEC-PH-10001527,2
JE-15715,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,OFF-BI-10001634,4
JE-15715,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,FUR-CH-10004287,3
JE-15715,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,OFF-BI-10002082,2
JE-15715,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,OFF-ST-10001505,7
SC-20695,CA-2016-114713,2016-07-07,2016-07-12,Standard Class,OFF-SU-10004664,7
TH-21115,CA-2016-152520,2016-07-08,2016-07-12,Standard Class,OFF-PA-10000289,2
AC-10615,CA-2017-101637,2017-03-24,2017-03-25,Same Day,OFF-ST-10002352,2
PS-18970,CA-2017-111591,2017-03-21,2017-03-25,Standard Class,FUR-FU-10002364,3
PS-18970,CA-2017-111591,2017-03-21,2017-03-25,Standard Class,OFF-ST-10001809,4
PS-18970,CA-2017-111591,2017-03-21,2017-03-25,Standard Class,OFF-BI-10004410,6
PS-18970,CA-2017-111591,2017-03-21,2017-03-25,Standard Class,OFF-FA-10004838,7
MZ-17515,CA-2017-136511,2017-03-23,2017-03-25,Second Class,OFF-SU-10003505,3
RB-19360,CA-2017-140151,2017-03-23,2017-03-25,First Class,TEC-CO-10004722,4
RB-19360,CA-2017-140151,2017-03-23,2017-03-25,First Class,OFF-ST-10001558,2
RB-19360,CA-2017-140151,2017-03-23,2017-03-25,First Class,OFF-PA-10002986,3
TB-21595,CA-2017-154214,2017-03-20,2017-03-25,Second Class,FUR-FU-10000206,1
BE-11335,CA-2017-155985,2017-03-23,2017-03-25,First Class,FUR-FU-10000758,8
RW-19690,CA-2017-169285,2017-03-21,2017-03-25,Standard Class,OFF-PA-10004971,1
RW-19690,CA-2017-169285,2017-03-21,2017-03-25,Standard Class,OFF-PA-10004071,5
SH-19975,CA-2017-101805,2017-12-01,2017-12-06,Standard Class,OFF-ST-10002756,4
SH-19975,CA-2017-101805,2017-12-01,2017-12-06,Standard Class,OFF-BI-10002003,5
SH-19975,CA-2017-101805,2017-12-01,2017-12-06,Standard Class,FUR-FU-10000023,12
BB-11545,CA-2017-102379,2017-12-02,2017-12-06,Standard Class,FUR-CH-10004983,9
BB-11545,CA-2017-102379,2017-12-02,2017-12-06,Standard Class,TEC-PH-10001448,1
BB-11545,CA-2017-102379,2017-12-02,2017-12-06,Standard Class,OFF-AR-10004022,5
LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,TEC-AC-10002006,6
LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,TEC-AC-10002006,8
LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,OFF-PA-10002246,2
LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,OFF-SU-10004782,7
LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,OFF-AR-10003856,6
LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,FUR-FU-10004351,3
LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,FUR-FU-10004053,1
LC-16870,CA-2017-118017,2017-12-03,2017-12-06,Second Class,FUR-FU-10004270,5
CC-12550,CA-2017-123071,2017-12-03,2017-12-06,First Class,OFF-PA-10003729,2
AD-10180,CA-2017-143245,2017-12-01,2017-12-06,Standard Class,OFF-PA-10001972,3
AD-10180,CA-2017-143245,2017-12-01,2017-12-06,Standard Class,FUR-CH-10000155,3
CS-12250,CA-2017-153227,2017-12-04,2017-12-06,First Class,OFF-PA-10001838,2
DB-12910,CA-2017-155089,2017-12-02,2017-12-06,Standard Class,OFF-BI-10002429,5
PB-18805,CA-2017-156958,2017-12-05,2017-12-06,First Class,FUR-FU-10003268,5
PB-18805,CA-2017-156958,2017-12-05,2017-12-06,First Class,OFF-BI-10001524,5
PB-18805,CA-2017-156958,2017-12-05,2017-12-06,First Class,OFF-BI-10001543,6
PB-18805,CA-2017-156958,2017-12-05,2017-12-06,First Class,OFF-BI-10002071,2
PB-18805,CA-2017-156958,2017-12-05,2017-12-06,First Class,TEC-PH-10000148,3
JK-16090,CA-2017-160885,2017-12-02,2017-12-06,Standard Class,TEC-PH-10001795,4
BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,FUR-CH-10002335,5
BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,TEC-PH-10004833,6
BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,TEC-PH-10000213,2
BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,OFF-ST-10003306,1
BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,OFF-BI-10003707,8
BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,FUR-BO-10003546,8
BS-11380,US-2017-112347,2017-12-02,2017-12-06,Standard Class,FUR-FU-10001488,6
SV-20785,CA-2014-100895,2014-06-02,2014-06-06,Standard Class,OFF-ST-10001490,2
SV-20785,CA-2014-100895,2014-06-02,2014-06-06,Standard Class,OFF-AR-10004511,2
SV-20785,CA-2014-100895,2014-06-02,2014-06-06,Standard Class,TEC-PH-10001425,3
JG-15160,CA-2014-105872,2014-05-30,2014-06-06,Standard Class,OFF-BI-10003684,4
CR-12625,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,OFF-AR-10002135,6
CR-12625,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,OFF-BI-10001072,3
DW-13480,CA-2014-131926,2014-06-01,2014-06-06,Second Class,FUR-CH-10004063,7
DW-13480,CA-2014-131926,2014-06-01,2014-06-06,Second Class,OFF-PA-10004082,6
DW-13480,CA-2014-131926,2014-06-01,2014-06-06,Second Class,OFF-AP-10002945,5
DW-13480,CA-2014-131926,2014-06-01,2014-06-06,Second Class,OFF-ST-10002276,2
DW-13480,CA-2014-131926,2014-06-01,2014-06-06,Second Class,OFF-PA-10000061,4
RE-19450,CA-2014-163867,2014-06-03,2014-06-06,First Class,OFF-LA-10001771,4
RE-19450,CA-2014-163867,2014-06-03,2014-06-06,First Class,FUR-FU-10001475,7
RE-19450,CA-2014-163867,2014-06-03,2014-06-06,First Class,OFF-ST-10000877,3
QJ-19255,US-2014-157070,2014-06-01,2014-06-06,Standard Class,OFF-BI-10001765,4
QJ-19255,US-2014-157070,2014-06-01,2014-06-06,Standard Class,OFF-AP-10004859,5
LT-17110,US-2014-165659,2014-06-01,2014-06-06,Standard Class,FUR-FU-10001935,6
LT-17110,US-2014-165659,2014-06-01,2014-06-06,Standard Class,TEC-PH-10002563,7
SG-20080,CA-2015-164882,2015-10-31,2015-10-31,Same Day,OFF-SU-10004231,3
SG-20080,CA-2015-164882,2015-10-31,2015-10-31,Same Day,OFF-BI-10004519,3
SG-20080,CA-2015-164882,2015-10-31,2015-10-31,Same Day,OFF-FA-10000585,5
SG-20080,CA-2015-164882,2015-10-31,2015-10-31,Same Day,OFF-AR-10004272,3
SG-20080,CA-2015-164882,2015-10-31,2015-10-31,Same Day,OFF-PA-10000157,1
SG-20080,CA-2015-164882,2015-10-31,2015-10-31,Same Day,FUR-BO-10002213,1
SG-20080,CA-2015-164882,2015-10-31,2015-10-31,Same Day,TEC-PH-10001578,4
SG-20080,CA-2015-164882,2015-10-31,2015-10-31,Same Day,FUR-CH-10004218,4
SG-20080,CA-2015-164882,2015-10-31,2015-10-31,Same Day,OFF-ST-10003638,2
MJ-17740,CA-2016-106397,2016-07-07,2016-07-13,Standard Class,OFF-AR-10004602,2
MJ-17740,CA-2016-106397,2016-07-07,2016-07-13,Standard Class,OFF-PA-10003441,2
CC-12100,CA-2016-129308,2016-07-07,2016-07-13,Standard Class,OFF-BI-10001525,5
CC-12100,CA-2016-129308,2016-07-07,2016-07-13,Standard Class,TEC-PH-10002310,1
CC-12100,CA-2016-129308,2016-07-07,2016-07-13,Standard Class,OFF-BI-10001308,5
CC-12100,CA-2016-129308,2016-07-07,2016-07-13,Standard Class,OFF-LA-10002945,2
JD-15895,CA-2016-136329,2016-07-09,2016-07-13,Standard Class,FUR-CH-10002335,2
JD-15895,CA-2016-136329,2016-07-09,2016-07-13,Standard Class,FUR-FU-10000723,4
SJ-20125,CA-2017-120719,2017-03-23,2017-03-26,First Class,OFF-BI-10002103,5
CV-12295,US-2017-117534,2017-03-25,2017-03-26,First Class,OFF-AP-10002403,4
CV-12295,US-2017-117534,2017-03-25,2017-03-26,First Class,OFF-BI-10002026,4
CV-12295,US-2017-117534,2017-03-25,2017-03-26,First Class,OFF-AR-10003087,9
CV-12295,US-2017-117534,2017-03-25,2017-03-26,First Class,TEC-PH-10000141,4
CV-12295,US-2017-117534,2017-03-25,2017-03-26,First Class,TEC-CO-10000971,2
ML-17755,CA-2017-103968,2017-12-01,2017-12-07,Standard Class,FUR-FU-10003394,9
NP-18325,CA-2017-126865,2017-12-05,2017-12-07,Second Class,OFF-PA-10003039,3
JH-15985,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,OFF-ST-10000642,4
JH-15985,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,TEC-PH-10001700,2
JH-15985,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,OFF-ST-10001522,1
JH-15985,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,OFF-FA-10000134,9
JH-15985,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,OFF-BI-10003274,4
SC-20380,CA-2017-142090,2017-11-30,2017-12-07,Standard Class,TEC-AC-10002001,3
SC-20380,CA-2017-142090,2017-11-30,2017-12-07,Standard Class,FUR-TA-10001889,7
CM-12655,CA-2017-143126,2017-12-03,2017-12-07,Second Class,FUR-TA-10002958,2
ES-14080,CA-2017-157469,2017-12-02,2017-12-07,Standard Class,OFF-AR-10001662,9
ES-14080,CA-2017-157469,2017-12-02,2017-12-07,Standard Class,TEC-PH-10004531,2
LT-16765,CA-2017-160031,2017-12-04,2017-12-07,Second Class,OFF-PA-10000241,3
MK-17905,CA-2017-164917,2017-12-02,2017-12-07,Standard Class,OFF-AR-10004344,5
CK-12325,CA-2014-104472,2014-06-02,2014-06-07,Standard Class,OFF-BI-10001658,3
CK-12325,CA-2014-104472,2014-06-02,2014-06-07,Standard Class,FUR-FU-10000246,6
SC-20725,CA-2014-135657,2014-06-03,2014-06-07,Second Class,FUR-TA-10004086,6
RB-19795,CA-2014-141299,2014-06-03,2014-06-07,Second Class,OFF-EN-10004459,2
JM-16195,CA-2015-116092,2015-02-15,2015-02-18,Second Class,OFF-BI-10001628,5
JM-16195,CA-2015-116092,2015-02-15,2015-02-18,Second Class,OFF-PA-10000477,3
JM-16195,CA-2015-116092,2015-02-15,2015-02-18,Second Class,OFF-PA-10004285,2
JM-16195,CA-2015-116092,2015-02-15,2015-02-18,Second Class,OFF-AP-10001391,6
JM-16195,CA-2015-116092,2015-02-15,2015-02-18,Second Class,OFF-BI-10000546,5
CH-12070,CA-2015-123673,2015-10-30,2015-11-01,Second Class,TEC-PH-10001809,2
KH-16690,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,OFF-BI-10002982,7
KH-16690,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,OFF-LA-10001474,6
KH-16690,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,OFF-AP-10003287,5
KH-16690,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,OFF-PA-10001497,3
KH-16690,CA-2015-150714,2015-10-26,2015-11-01,Standard Class,OFF-ST-10001809,10
RH-19600,CA-2016-101378,2016-07-14,2016-07-14,Same Day,TEC-AC-10002345,2
CC-12220,CA-2016-155474,2016-07-08,2016-07-14,Standard Class,OFF-BI-10004209,3
CC-12220,CA-2016-155474,2016-07-08,2016-07-14,Standard Class,TEC-PH-10001580,1
LH-17155,US-2016-131149,2016-07-10,2016-07-14,Standard Class,OFF-ST-10000689,3
LH-17155,US-2016-131149,2016-07-10,2016-07-14,Standard Class,OFF-AR-10002135,4
CL-12565,CA-2017-119452,2017-03-21,2017-03-27,Standard Class,FUR-CH-10004495,6
AC-10660,CA-2017-135650,2017-03-23,2017-03-27,Standard Class,OFF-ST-10001809,2
PW-19030,CA-2017-156272,2017-03-21,2017-03-27,Standard Class,OFF-AP-10001242,1
HR-14830,CA-2017-166184,2017-03-24,2017-03-27,First Class,FUR-CH-10003396,3
HR-14830,CA-2017-166184,2017-03-24,2017-03-27,First Class,TEC-PH-10002624,1
HR-14830,CA-2017-166184,2017-03-24,2017-03-27,First Class,OFF-EN-10004483,3
GM-14440,US-2017-121251,2017-03-26,2017-03-27,First Class,FUR-BO-10001918,2
GM-14440,US-2017-121251,2017-03-26,2017-03-27,First Class,TEC-PH-10004896,4
MV-17485,CA-2017-103415,2017-12-03,2017-12-08,Standard Class,FUR-FU-10000820,2
BF-11080,CA-2017-117128,2017-12-05,2017-12-08,Second Class,OFF-PA-10000007,6
BF-11080,CA-2017-117128,2017-12-05,2017-12-08,Second Class,OFF-LA-10000248,3
RB-19570,CA-2017-130351,2017-12-05,2017-12-08,First Class,OFF-AP-10004532,3
RB-19570,CA-2017-130351,2017-12-05,2017-12-08,First Class,OFF-PA-10002137,5
RB-19570,CA-2017-130351,2017-12-05,2017-12-08,First Class,TEC-AC-10003832,3
MY-17380,CA-2017-138618,2017-12-01,2017-12-08,Standard Class,OFF-PA-10000520,2
CM-12160,CA-2017-156412,2017-12-04,2017-12-08,Standard Class,OFF-BI-10004364,3
BG-11035,CA-2017-165715,2017-12-02,2017-12-08,Standard Class,OFF-AR-10003903,1
SO-20335,CA-2017-166926,2017-12-01,2017-12-08,Standard Class,OFF-PA-10001593,7
SO-20335,CA-2017-166926,2017-12-01,2017-12-08,Standard Class,FUR-BO-10002598,2
TP-21130,US-2017-107384,2017-12-04,2017-12-08,Standard Class,TEC-AC-10004595,1
TP-21130,US-2017-107384,2017-12-04,2017-12-08,Standard Class,TEC-AC-10001539,5
TP-21130,US-2017-107384,2017-12-04,2017-12-08,Standard Class,OFF-AR-10001315,5
CS-11950,US-2017-126053,2017-12-05,2017-12-08,First Class,OFF-LA-10003766,3
CS-11950,US-2017-126053,2017-12-05,2017-12-08,First Class,FUR-FU-10001934,2
BN-11470,US-2017-149006,2017-12-06,2017-12-08,Second Class,OFF-ST-10003221,1
RP-19855,CA-2015-154326,2015-02-15,2015-02-19,Standard Class,TEC-PH-10001819,3
RP-19855,CA-2015-154326,2015-02-15,2015-02-19,Standard Class,TEC-PH-10000560,2
RP-19855,CA-2015-154326,2015-02-15,2015-02-19,Standard Class,TEC-AC-10004568,5
KB-16315,US-2015-147662,2015-02-14,2015-02-19,Standard Class,OFF-BI-10001658,2
KB-16315,US-2015-147662,2015-02-14,2015-02-19,Standard Class,OFF-BI-10002160,2
KB-16315,US-2015-147662,2015-02-14,2015-02-19,Standard Class,TEC-AC-10003280,3
KB-16315,US-2015-147662,2015-02-14,2015-02-19,Standard Class,TEC-PH-10002834,3
KB-16315,US-2015-147662,2015-02-14,2015-02-19,Standard Class,OFF-AR-10004999,3
NB-18655,CA-2015-110289,2015-10-29,2015-11-02,Standard Class,OFF-EN-10001434,4
NB-18655,CA-2015-110289,2015-10-29,2015-11-02,Standard Class,OFF-PA-10002986,5
KC-16540,CA-2015-125416,2015-11-02,2015-11-02,Same Day,TEC-AC-10001552,9
TT-21220,CA-2015-132318,2015-10-30,2015-11-02,First Class,OFF-AP-10000026,3
KT-16480,CA-2015-132570,2015-10-31,2015-11-02,Second Class,OFF-AR-10000369,2
KT-16480,CA-2015-132570,2015-10-31,2015-11-02,Second Class,OFF-EN-10003055,2
FA-14230,US-2015-131359,2015-10-30,2015-11-02,Second Class,TEC-MA-10000597,2
FA-14230,US-2015-131359,2015-10-30,2015-11-02,Second Class,TEC-CO-10001571,1
FA-14230,US-2015-131359,2015-10-30,2015-11-02,Second Class,FUR-FU-10003026,4
FA-14230,US-2015-131359,2015-10-30,2015-11-02,Second Class,TEC-PH-10004531,5
MV-17485,CA-2017-122308,2017-03-24,2017-03-28,Standard Class,FUR-CH-10000665,2
MZ-17335,CA-2017-147144,2017-03-26,2017-03-28,First Class,OFF-AR-10004587,1
BM-11650,CA-2017-167101,2017-03-24,2017-03-28,Second Class,TEC-AC-10001266,2
BM-11650,CA-2017-167101,2017-03-24,2017-03-28,Second Class,OFF-PA-10000357,4
RP-19855,CA-2017-104108,2017-12-02,2017-12-09,Standard Class,OFF-AR-10000817,5
LR-16915,CA-2017-109183,2017-12-04,2017-12-09,Standard Class,TEC-MA-10001856,2
MS-17980,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,TEC-AC-10000580,4
MS-17980,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,OFF-PA-10002709,5
MS-17980,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,OFF-AR-10000716,3
MS-17980,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,FUR-CH-10004540,10
MS-17980,CA-2017-117667,2017-12-04,2017-12-09,Standard Class,FUR-FU-10004093,2
AB-10165,CA-2017-131212,2017-12-05,2017-12-09,Standard Class,OFF-BI-10000145,6
AB-10165,CA-2017-131212,2017-12-05,2017-12-09,Standard Class,OFF-BI-10001617,3
LF-17185,CA-2017-148264,2017-12-08,2017-12-09,First Class,FUR-FU-10002703,2
